creator_clean,gender,birth_year,match_status
MTB-PE-600,unknown,,not_found
MTB-PE-308,unknown,,not_found
"Anónimo español, s. XVIII",unknown,,not_found
"Meléndez, Miguel Jacinto, 1679-1734",unknown,,not_found
"Cunego, Domenico, 1726-1803",unknown,,not_found
"Le Rouge, Georges-Louis, 1712-ca. 1790",unknown,,not_found
"Bayeu y Subías, Francisco, 1734-1795",unknown,,not_found
"Maleuvre, Pierre, 1740-1803",unknown,,not_found
"Ottaviani, Giovanni, 1735-1808",unknown,,not_found
"Lorraine, Jean-Baptiste de, 1737-",unknown,,not_found
MTB-PE-819,unknown,,not_found
"Folkema, Jacob, 1692-1767",unknown,,not_found
"Castillo, José del, 1737-1793",unknown,,not_found
"Enríquez de Vargas, Nicolás",unknown,,not_found
"Smith, John Raphael, 1752-1812",unknown,,not_found
"Coelemans, Jacobus, 1654-1735",unknown,,not_found
"Vázquez, Bartolomé, 1749-1802",unknown,,not_found
"Hubert, François, 1744-1809",unknown,,not_found
"Cabrera, Miguel",male,1695,matched
MTB-PE-284,unknown,,not_found
"Páez, José de",male,1721,matched
"Tanje, Pierre, 1706-1761",unknown,,not_found
"Fokke, Simon, 1712-1784",unknown,,not_found
"Riedel, Johann Anton, 1736-1816",unknown,,not_found
"Surugue, Louis, ca. 1686-1762",unknown,,not_found
"Riedel, Anton Henrich, 1763-ca. 1824",unknown,,not_found
"Casanova, Francisco, 1731-1778",unknown,,not_found
"Scultori, Giovanni Battista, 1503-1575",unknown,,not_found
"Butcher, Antonio, 1748-1814",unknown,,not_found
Taller de,unknown,,not_found
"Ibarra, José de",male,1685,matched
MTB-PE-68,unknown,,not_found
"Castillo, Miguel",male,1983,matched
"Lozano, Cristóbal",male,1609,matched
"Ugarte, Gabriel",unknown,,not_found
"Martini, Paolo Antonio, 1739-1797",unknown,,not_found
"Carnicero, Antonio, 1748-1814",unknown,,not_found
"Beauvais, Nicolas-Dauphin, 1687-1763",unknown,,not_found
"Natoire, Charles, 1700-1777",unknown,,not_found
"Albán, Vicente",male,1725,matched
"Arellano, Manuel de",male,1662,matched
"Islas, Andrés de",unknown,,not_found
"Torres, Ramón",male,1993,matched
MTB-PE-348,unknown,,not_found
MTB-PE-777,unknown,,not_found
"La Traverse, Charles de, 1726-1780",unknown,,not_found
"Moreau, Jean-Michel, 1741-1814",unknown,,not_found
"López, Andrés",male,1992,matched
"Alcíbar, José de",male,1725,matched
MTB-PE-508,unknown,,not_found
MTB-PE-35,unknown,,not_found
"Anónimo francés, s. XVIII",unknown,,not_found
"Prenner, Anton Joseph von, 1683-1761",unknown,,not_found
"Martínez, Francisco",male,1910,matched
"Albán, Francisco [En la firma consta Francisco Albán e hijo]",unknown,,not_found
"Pérez de Holguín, Melchor",male,1660,matched
"Clemente López, Carlos",unknown,,not_found
MTB-PE-342,unknown,,not_found
MTB-PE-117,unknown,,not_found
"Tiepolo, Giovanni Battista, 1696-1770",unknown,,not_found
"Houbraken, Jacobus, 1698-1780",unknown,,not_found
Corea,unknown,,not_found
"Carderera, Valentín, 1796-1880",unknown,,not_found
"Ribera y Fieve, Carlos Luis de, 1815-1891",unknown,,not_found
"Gudin, Jean-Marie, ca. 1782-18??",unknown,,not_found
"Anonymous English, sec. XIX",unknown,,not_found
"Alenza, Leonardo, 1807-1845",unknown,,not_found
"Jollivet, Pierre-Jules, 1794-1871",unknown,,not_found
"Il Veronese, 1528-1588",unknown,,not_found
"Blanchard, Pharamond, 1805-1873",unknown,,not_found
"Blanco y Assensio, Alejandro, m. 1848",unknown,,not_found
"Sensi y Baldachi, Gaspar, 1794-1880",unknown,,not_found
"Sigüenza and Ortíz, Mariano, -1860?",unknown,,not_found
MTB-PE-173,unknown,,not_found
"Guglielmi, Augustus, s. XIX",unknown,,not_found
Real Establishment Litographic of Madrid,unknown,,not_found
MTB-PE-176,unknown,,not_found
"Jimeno, José, 1757-ca. 1807",unknown,,not_found
"Pic de Leopol, Andreas, 1789-1860",unknown,,not_found
"Humphrey, Ozias, 1742-1810",unknown,,not_found
"Gavard, Charles, 1794-1871",unknown,,not_found
"López Piquer, Luis, 1802-1865",unknown,,not_found
"Ward, William James, ca. 1800-1840",unknown,,not_found
"Woolnoth, Thomas, 1785-1836",unknown,,not_found
"López, Vicente, 1772-1850",unknown,,not_found
"Avrial y Flores, José María, 1807-1891",unknown,,not_found
MTB-PE-692,unknown,,not_found
MTB-PE-427,unknown,,not_found
MTB-PE-429,unknown,,not_found
MTB-PE-438,unknown,,not_found
"Fontanals y Rovirosa, Francisco, 1777-1827",unknown,,not_found
Utagawa Kuninao,male,1793,matched
"Esteve Vilella, Rafael, 1772-1847",unknown,,not_found
MTB-PE-553,unknown,,not_found
MTB-PE-289,unknown,,not_found
"Chataigner, Alexis, 1772-1817",unknown,,not_found
"Egleton, William Henry, 1833-1862",unknown,,not_found
"Desnoyers, Auguste Gaspard Louis, baron, 1779-1857",unknown,,not_found
"Anónimo español, s. XIX",unknown,,not_found
MTB-PE-836,unknown,,not_found
"Blood, T., fl. 1814-1823",unknown,,not_found
MTB-PE-224,unknown,,not_found
"Madrazo and Kuntz, Frederick, 1815-1894",unknown,,not_found
"Tardieu, Pierre Alexandre, 1756-1844",unknown,,not_found
"Boutrois, Philibert, fl. 1775-1814",unknown,,not_found
"Ryall, Henry Thomas, 1811-1867",unknown,,not_found
"Cousins, Samuel, 1801-1887",unknown,,not_found
MTB-PE-305,unknown,,not_found
"Mackenzie, K, fl.1802 - 1819",unknown,,not_found
"Jorro, José, fl. 1826-1839",unknown,,not_found
"Laugier, Jean-Nicolas, 1785-1865",unknown,,not_found
"Goutière, Tony, 1808-1890",unknown,,not_found
"Rodríguez, Manuel, 1784-1854",unknown,,not_found
"Laurent, Pierre, 1739-1809",unknown,,not_found
Dejongh,unknown,,not_found
"Thomson, James, s. XIX",unknown,,not_found
"Schrödter, Adolf, 1805-1875",unknown,,not_found
"Lingée, Eléonore, n. ca. 1753",unknown,,not_found
"Gálvez, Juan, 1773-1846",unknown,,not_found
"Madrazo, Federico de , 1894)",unknown,,not_found
"Normand, Charles, 1765-1840",unknown,,not_found
"Madrazo, Luis de",male,1825,matched
"Ruotte, Louis Charles, n. 1785-",unknown,,not_found
"Madrazo, José de , 1781 - Lugar de defunción: Madrid , 1859)",unknown,,not_found
"Pérez Villaamil, Jenaro, 1807-1854",unknown,,not_found
"Madrazo, José de , 1781 - Lugar de defunción: Madrid , 1859) [Aunque atrib. a F. Madrazo en inv. Col. Daza Madrazo , González/Martí lo consideran obra de José de Madrazo.]",unknown,,not_found
"Clifford, Charles, 1819-1863",unknown,,not_found
"Laurent, J., 1816-1886",unknown,,not_found
"Utagawa, Kunisada, 1786-1864",unknown,,not_found
"Méndez y Andrés, José, 1818-1891",unknown,,not_found
"Serrallonga, P.",unknown,,not_found
"Martinez Aparici, Sunday, 1822-1898",unknown,,not_found
MTB-PE-118,unknown,,not_found
MTB-PE-321,unknown,,not_found
MTB-PE-375,unknown,,not_found
MTB-PE-554,unknown,,not_found
"Married of the Alisal, José María, 1831-1886",unknown,,not_found
MTB-PE-193,unknown,,not_found
"Disdéri, 1819-1889",unknown,,not_found
"Phillips, George Henry, fl. 1819-1838",unknown,,not_found
MTB-PE-353,unknown,,not_found
MTB-PE-253,unknown,,not_found
MTB-PE-209,unknown,,not_found
MTB-PE-652,unknown,,not_found
MTB-PE-185,unknown,,not_found
"Bouilliard, Jacques, 1744-1806",unknown,,not_found
MTB-PE-772,unknown,,not_found
MTB-PE-698,unknown,,not_found
Farum,unknown,,not_found
"Antonetti, Adelle",unknown,,not_found
MTB-PE-608,unknown,,not_found
"Godet, Anatole, 1839-1887",unknown,,not_found
MTB-PE-665,unknown,,not_found
MTB-PE-504,unknown,,not_found
"Maura Montaner, Bartholomew, 1844-1926",unknown,,not_found
"Sanchís Tomás, Rafael, s. XIX",unknown,,not_found
"Cano de la Peña, Eduardo, 1823-1897",unknown,,not_found
MTB-PE-302,unknown,,not_found
MTB-PE-394,unknown,,not_found
MTB-PE-369,unknown,,not_found
MTB-PE-386,unknown,,not_found
MTB-PE-621,unknown,,not_found
MTB-PE-845,unknown,,not_found
MTB-PE-848,unknown,,not_found
MTB-PE-403,unknown,,not_found
MTB-PE-222,unknown,,not_found
"Bécquer, Valeriano, 1833-1870",unknown,,not_found
Teatro de los Jardines del Buen Retiro,unknown,,not_found
MTB-PE-98,unknown,,not_found
"Castellano, Manuel, 1826-1880",unknown,,not_found
MTB-PE-215,unknown,,not_found
MTB-PE-726,unknown,,not_found
"Anonymous Spanish, s. XIX",unknown,,not_found
"Legrand, Luis Carlos, fl. 1829-1858",unknown,,not_found
"Rougeron, Jules James, 1841-1880",unknown,,not_found
MTB-PE-200,unknown,,not_found
"Morera i Galícia, Jaume, 1854-1927",unknown,,not_found
"Rosell y Torres, Isidoro, 1845-1879",unknown,,not_found
"Cutanda y Toraya, Vicente",male,1850,matched
"Tusquets, Ramon",unknown,,not_found
Pintor,unknown,,not_found
MTB-PE-551,unknown,,not_found
"Sigüenza and Chavarrieta, Joaquin",unknown,,not_found
MTB-PE-545,unknown,,not_found
"Ferrant, Alejandro",unknown,,not_found
"Sorolla Bastida, Joaquín",unknown,,not_found
"Lucas Velázquez, Eugenio",male,1817,matched
MTB-PE-162,unknown,,not_found
"Garnelo y Alda, José, 1866-1944",unknown,,not_found
"Nanteuil, Célestin, 1813-1873",unknown,,not_found
"Monlion and Torres, Raphael, 1843-1900",unknown,,not_found
"Mayer, Ernest, 1817-1865",unknown,,not_found
Hauser y Menet,unknown,,not_found
"Anónimo ecuatoriano, s. XIX",unknown,,not_found
"Navarrete y Fos, Federico, fl. 1859-1888",unknown,,not_found
"Ecuadorian anonymous, s. XIX",unknown,,not_found
MTB-PE-357,unknown,,not_found
"Guesdon, Alfred, 1808-1876",unknown,,not_found
"Lacour, L.",unknown,,not_found
"Plasencia Maestro, Casto, 1846-1890",unknown,,not_found
MTB-PE-635,unknown,,not_found
"Urrabieta, Vicente, 1813-1879",unknown,,not_found
"Barnet, J. Escuela/Taller: Francesa",unknown,,not_found
"Sans y Cabot, Francisco, 1828-1881",unknown,,not_found
MTB-PE-133,unknown,,not_found
"Romero de Torres, July, 1874-1930",unknown,,not_found
"Martínez Cubells, Salvador, 1845-1914",unknown,,not_found
MTB-PE-238,unknown,,not_found
MTB-PE-180,unknown,,not_found
"Knight, Charles Robert",male,1874,matched
MTB-PE-409,unknown,,not_found
Hauser and Menet,unknown,,not_found
MTB-PE-678,unknown,,not_found
MTB-PE-210,unknown,,not_found
"Morell i Macias, Josep, 1899-1949",unknown,,not_found
MTB-PE-339,unknown,,not_found
MTB-PE-474,unknown,,not_found
"French anonymous, s. XIX",unknown,,not_found
MTB-PE-629,unknown,,not_found
MTB-PE-81,unknown,,not_found
MTB-PE-709,unknown,,not_found
MTB-PE-168,unknown,,not_found
MTB-PE-225,unknown,,not_found
L' Arxiu,unknown,,not_found
"Marín Bagües, Francisco , 1961)",unknown,,not_found
"Cabré Aguiló, Juan , 1947)",unknown,,not_found
"Prado Norniella, José , 1875 - Lugar de defunción: Madrid , 1937)",unknown,,not_found
"Gallego Marquina, Jesús , 05/02/1900 - Lugar de defunción: BARCELONA, 07/01/1987)",unknown,,not_found
"Moreno Carbonero, José, 1860-1942",unknown,,not_found
José Villegas Cordero,male,1844,matched
"Ballester, Manuela , 1908 - Lugar de defunción: Berlín, 1994)",unknown,,not_found
"García Duarte, Ramón , 1937)",unknown,,not_found
"Plá y Gallardo, Cecilio , 22/11/1860 - Lugar de defunción: Madrid , 1934)",unknown,,not_found
"Ruiz Vernacci, Joaquín",male,1892,matched
"Fortuny y Madrazo, Mariano",male,1871,matched
MTB-PE-104,unknown,,not_found
"Fulton, Hamish",male,1946,matched
"Szymansky, Hans Reinhard, 1957-",unknown,,not_found
"Mangold, Robert",male,1937,matched
Desconegut,unknown,,not_found
"Dibbets, Jan",male,1941,matched
"Maya, Antonio, 1950-",unknown,,not_found
"Novak, Brenda, 1961-",unknown,,not_found
"Rodríguez del Hoyo, Santiago, 1960-",unknown,,not_found
"Lechuga, David, 1950-",unknown,,not_found
Gráficas Layetana,unknown,,not_found
Fotoslužba,unknown,,not_found
"Vidal, Toni",male,1934,matched
Obach,unknown,,not_found
"Guitart, Francesc ;Puente, Artur",unknown,,not_found
"Pedragosa, Joan",male,1930,matched
"Francisco Farreras , 1927)",unknown,,not_found
"Belzunce, Manolo",unknown,,not_found
"Solís, David",unknown,,not_found
"Ferrer Millán, Joaquín , 1951)",unknown,,not_found
"Boada, Gustavo",unknown,,not_found
"Quero González, José , 1932 - Lugar de defunción: Valencia , 2008) Escuela/Taller: Arte Actual",unknown,,not_found
"Vidal-Quadras, Maribel",unknown,,not_found
"Carbajal, Eliseo",unknown,,not_found
"Varela, Mercedes, 1952-",unknown,,not_found
"diseño: Rodríguez, Pedro",unknown,,not_found
"Duce Vaquero, Alberto , 10/08/1915 - Lugar de defunción: Zaragoza , 28/08/2003) Escuela/Taller: Grupo Pórtico Duce Vaquero, Alberto , 10/08/1915 - Lugar de defunción: Zaragoza , 28/08/2003) Escuela/Taller: Peña Niké",unknown,,not_found
"Velásquez, Melquiades",unknown,,not_found
"Polke, Sigmar",male,1941,matched
"SANTOMASO, Giusseppe",unknown,,not_found
Herrera y Ollero,unknown,,not_found
"San Juan, Víctor , 1919 - Lugar de defunción: Cangas del Narcea , 1997)",unknown,,not_found
"Rodríguez, Pedro",male,1940,matched
Andrea Mantegna,male,1431,matched
Francisco de Hollanda,unknown,,not_found
Titiaan,male,1490,matched
Raphael,male,1943,matched
Pieter Brueghel I,unknown,,not_found
Gerard David,male,1460,matched
Petrus Christus,male,1425,matched
Domenico Ghirlandaio,male,1448,matched
Hugo Van der Goes,unknown,,not_found
Giotto,male,1276,matched
Piero della Francesca,male,1415,matched
Pinturicchio,male,1454,matched
Vlaamse School,unknown,,not_found
Jan van Eyck,male,1390,matched
Pieter Pourbus,male,1524,matched
"Van Rillaer, Jan",unknown,,not_found
Groep Bouts,unknown,,not_found
"Baren, Josse Van der",unknown,,not_found
"Coxie, Michiel",male,1499,matched
"Bosch, Jheronimus",male,1450,matched
"Aertsen, Pieter",male,1508,matched
"Bouts, Dieric",male,1415,matched
"Hemessen, Jan van",male,1500,matched
"Provoost, Frans",unknown,,not_found
"Coxcie, Raphaël",unknown,,not_found
"van der Weyden, Rogier",male,1390,matched
"Coecke van Aelst, Pieter",male,1502,matched
"Rombauts, Jan",unknown,,not_found
"Lampsonius, Domenicus",unknown,,not_found
onbekend meester,unknown,,not_found
Frans Sanders,male,,matched
Jan Metsijs,unknown,,not_found
Lucas Cranach der Ältere,male,1472,matched
Hans Memling,male,1435,matched
Sandro Botticelli,male,1445,matched
Frans Pourbus I,male,1545,matched
Jan van Rillaer I,unknown,,not_found
Quinten Metsijs,unknown,,not_found
Lanceloot Blondeel,male,1498,matched
El Greco,male,1541,matched
Sebastiano del Piombo,male,1485,matched
Filippino Lippi,male,1457,matched
Joachim Beuckelaer,male,1533,matched
Lorenzo Veneziano,male,1336,matched
Pieter Aertsen,male,1508,matched
Vittore Carpaccio,male,1465,matched
Maarten de Vos,male,1532,matched
Marinus van Reymerswaele,male,1490,matched
Anthonis Mor van Dashorst,male,1519,matched
Frans Floris I,male,1517,matched
Pieter Brueghel II,unknown,,not_found
Gentile Bellini,male,1429,matched
Piero di Puccio,male,1350,matched
François Clouet,male,1510,matched
Pedro Berruguete,male,1450,matched
Jan Polack,male,1440,matched
Michiel Coxie I,unknown,,not_found
Nicoló di Pietro,unknown,,not_found
Jacopo Tintoretto,male,1519,matched
Jan Brueghel I,unknown,,not_found
Hans Schüchlin,male,1440,matched
Giovanni di Francesco,male,1412,matched
Bartolommeo,unknown,,not_found
Jörg Breu,unknown,,not_found
Pieter I Brueghel,unknown,,not_found
Maître des Heures Collins,male,,matched
Guyart des Moulins,male,1251,matched
Antonio Vivarini,male,1416,matched
Bartolomeo Montagna,male,1450,matched
Marco Palmezzano,male,1460,matched
Vincenzo Foppa,male,1400,matched
Lorenzo Salimbeni,male,1374,matched
Michael Pacher,male,1435,matched
Luca Signorelli,female,,matched
Bartolomeo Vivarini,male,1430,matched
Franciabigio,male,1484,matched
Lucas Moser,male,1390,matched
Taddeo Gaddi,male,1300,matched
Marco Basaiti,male,1470,matched
Gaudenzio Ferrari,male,1475,matched
Georg Pencz,male,1500,matched
Jan Mostaert,male,1475,matched
Andrea del Castagno,male,1420,matched
Bernardino Luini,male,1801,matched
Melozzo da Forli,male,1438,matched
Moretto da Brescia,male,1498,matched
Masolino da Panicale,male,1383,matched
Gentile da Fabriano,male,1370,matched
Antonio Pollaiuolo,male,1433,matched
Il Sodoma,male,1477,matched
Jacob Cornelisz van Oostsanen,male,1472,matched
Antonello da Messina,male,1430,matched
Hans Leonhard Schäufelein,male,1480,matched
Filippo Lippi,male,1406,matched
Giovanni Bellini,male,1950,matched
Federico Barocci,male,1535,matched
Rogier Van der Weyden,unknown,,not_found
Annibale Carracci,male,1560,matched
Correggio,unknown,,not_found
Andrea Del Sarto,unknown,,not_found
Hans Raphon,male,1460,matched
Carnevale,male,,matched
Paolo Veronese,male,1938,matched
Pieter Coecke van Aelst I,unknown,,not_found
Hermen Rode,male,1430,matched
Ivo de Sancto Dionysio,unknown,,not_found
Ottaviano Nelli,male,1375,matched
Hans Multscher,male,1400,matched
Louis Brea,unknown,,not_found
Lorenzo Lotto,male,1480,matched
Timoteo Viti,male,1469,matched
Nicoló Alunno,unknown,,not_found
Leonardo Da Vinci,unknown,,not_found
Pietro Perugino,male,1448,matched
Ercole de' Roberti,unknown,,not_found
Bernard Van Orley,unknown,,not_found
Lucas Van Leyden,unknown,,not_found
Abel Grimmer,male,1571,matched
Nicholas of Verdun,male,1150,matched
Jean Baptiste Bonnecroy,male,1618,matched
Karel van Mander I,unknown,,not_found
Jacob Jordaens,male,1593,matched
Antoine Le Nain,male,1588,matched
Theodoor van Thulden,unknown,,not_found
Peter Paul Rubens,male,,matched
anoniem,unknown,,not_found
Louis Finson,male,1580,matched
"Damery, Walthère",male,1614,matched
Daniël Seghers,male,1590,matched
"de Vries, Abraham",male,1590,matched
"Francken, Ambrosius I",unknown,,not_found
"d'Argenteau, Marie, gravin",unknown,,not_found
"Vander Mont, Deodatus",unknown,,not_found
"Francken, Ambrosius",male,1540,matched
"Gaesbeek, Adriaan van",unknown,,not_found
"Lemmens, Christophe",male,,matched
Legatz,unknown,,not_found
"Van Loon, Theodoor",unknown,,not_found
"Cossiers, Jan",male,1600,matched
"de Bridt, Bernaert",male,1663,matched
"Van der Goes, Hugo",unknown,,not_found
"Boeijermans, Theodor",unknown,,not_found
"Blendeffe, Lambert",male,1640,matched
"Sion, Peter",unknown,,not_found
"Bloemaerts, Herman",unknown,,not_found
"Van Den Heuvel, Antoon",unknown,,not_found
"Vos, Simon de",male,1603,matched
"Wael, Jan Baptist de",male,1632,matched
"Quellinus, Jan Erasmus",male,1634,matched
"van den Hecke, Jan I",unknown,,not_found
"Stellingwerff, Gerrit Louwerensz.",male,1614,matched
"Wolfordt, Artus",unknown,,not_found
"De Crayer, Gaspar",unknown,,not_found
Anton Günther Gheringh,male,1620,matched
Adriaen van Stalbemt,male,1580,matched
"Diriksen, Filipe",unknown,,not_found
"Bosse, A.",unknown,,not_found
"de Smet, Wolfgang",male,1617,matched
"Vinckboons, David",male,1576,matched
"Maes, Godfried",male,1649,matched
"Bril, Paul",male,1554,matched
"De Clerck, Hendrik",unknown,,not_found
"van Ieper, Karel",unknown,,not_found
"Morren, Thomas",unknown,,not_found
"Francken, Frans",male,1542,matched
"van den Eeckhout, Gerbrandt",unknown,,not_found
"Smet, Henri De",male,,matched
"van Mierevelt, Michiel Jansz.",male,1566,matched
"de Vos, Cornelis",male,1584,matched
Hendrick van Steenwyck II,unknown,,not_found
"Potterlo, Jacob",unknown,,not_found
David Teniers II,unknown,,not_found
Anthonis Sallaert,unknown,,not_found
José de Ribera,male,1591,matched
Adam Elsheimer,male,1578,matched
Bartolomé Esteban Murillo,male,1617,matched
Diego Velázquez,male,1976,matched
Philippe de Champaigne,male,1602,matched
Francisco de Zurbarán,male,1598,matched
Gerard ter Borch,male,1583,matched
Louis Le Nain,male,1593,matched
Pieter Symonsz. Potter,male,1597,matched
Govert Flinck,male,1615,matched
Paulus Moreelse,unknown,,not_found
Laurent de La Hyre,male,1606,matched
Charles Le Brun,male,1619,matched
Giovanni da San Giovanni,male,1592,matched
Gerrit Dou,male,1613,matched
Frans Hals,male,1582,matched
Adriaen Van Ostade,unknown,,not_found
Karel Dujardin,male,1626,matched
Gerard van Honthorst,male,1592,matched
Frans Francken II,unknown,,not_found
Abraham van der Hoef,male,1611,matched
David Davidsz. de Heem,male,1570,matched
Tiberio di Tito,male,1573,matched
